,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Statecode,Non-carrier,carrier-related
11076,2021,6,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional",192,35,13.29,1.81,6.75,0,13.14,1,0,1620,728,57,209,0,626,TX,266,2975
11077,2021,6,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",58,13,6.06,0.15,3.03,0,3.77,0,0,671,230,12,190,0,239,NM,202,1140
11078,2021,6,MQ,Envoy Air,ACT,"Waco, TX: Waco Regional",141,14,4.63,0.7,4.02,0,4.65,4,0,927,169,31,128,0,599,TX,159,1699
11079,2021,6,MQ,Envoy Air,AEX,"Alexandria, LA: Alexandria International",90,15,6.38,1.82,2.13,0,4.67,1,1,967,380,63,75,0,449,LA,138,1798
11080,2021,6,MQ,Envoy Air,AGS,"Augusta, GA: Augusta Regional at Bush Field",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,0,0
11081,2021,6,MQ,Envoy Air,ALB,"Albany, NY: Albany International",20,6,0,1,2.97,0,2.03,0,0,249,0,36,154,0,59,NY,190,308
11082,2021,6,MQ,Envoy Air,ALO,"Waterloo, IA: Waterloo Regional",58,8,0.33,0.29,0.06,0,7.32,0,0,427,36,10,4,0,377,IA,14,840
11083,2021,6,MQ,Envoy Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",62,7,1.47,0.92,2,0,2.6,1,0,458,71,48,62,0,277,TX,110,807
11084,2021,6,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",86,18,2.62,2.13,8.18,0,5.07,0,1,670,83,84,283,0,220,GA,367,974
11085,2021,6,MQ,Envoy Air,ATW,"Appleton, WI: Appleton International",88,24,4.88,3.98,4,0,11.14,1,0,1550,255,409,185,0,701,WI,594,2507
11086,2021,6,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",56,9,0.33,0.76,5.13,0,2.77,0,1,396,18,33,185,0,160,TX,218,575
11087,2021,6,MQ,Envoy Air,AVL,"Asheville, NC: Asheville Regional",88,19,7.43,2.2,4.68,0,4.69,1,0,880,283,186,167,0,244,NC,353,1408
11088,2021,6,MQ,Envoy Air,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",56,20,5.11,5.15,5.78,0,3.96,1,0,1335,223,240,540,0,332,PA,780,1891
11089,2021,6,MQ,Envoy Air,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",60,8,2.86,0.61,1.47,0,3.06,1,0,350,89,39,36,0,186,MI,75,626
11090,2021,6,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",32,14,4.48,1,4.39,0,4.13,2,0,803,210,238,164,0,191,CT,402,1206
11091,2021,6,MQ,Envoy Air,BGR,"Bangor, ME: Bangor International",29,2,0,0.21,0,0,1.79,0,0,108,0,8,0,0,100,ME,8,208
11092,2021,6,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",126,45,7.46,1.23,20.34,0,15.97,4,0,2853,533,226,805,0,1289,AL,1031,4679
11093,2021,6,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International",84,14,4.2,0.51,2.83,0,6.46,0,0,615,116,14,77,0,408,MT,91,1139
11094,2021,6,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",60,11,2.26,0.82,2.24,0,5.67,1,1,582,59,37,110,0,376,IL,147,1019
11095,2021,6,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",91,18,4.65,2.68,3.43,0,7.24,1,0,934,234,127,144,0,429,TN,271,1598
11096,2021,6,MQ,Envoy Air,BOI,"Boise, ID: Boise Air Terminal",34,1,0.43,0,0.57,0,0,0,0,63,27,0,36,0,0,ID,36,90
11097,2021,6,MQ,Envoy Air,BOS,"Boston, MA: Logan International",20,2,0,0,0,0,2,0,0,88,0,0,0,0,88,MA,0,176
11098,2021,6,MQ,Envoy Air,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",90,19,7.83,0.28,4.12,0,6.77,2,1,1346,455,56,285,0,550,TX,341,2354
11099,2021,6,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",90,10,2.87,1.69,2.06,0,3.38,1,0,664,93,235,111,0,225,TX,346,983
11100,2021,6,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",56,9,3.24,0.34,1.33,0,4.09,0,0,380,64,50,106,0,160,LA,156,604
11101,2021,6,MQ,Envoy Air,BTV,"Burlington, VT: Burlington International",56,15,3.63,1.5,3.03,0,6.85,0,0,1581,168,595,194,0,624,VT,789,2373
11102,2021,6,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",116,37,6.07,3.1,8.26,0,19.57,2,0,2870,275,295,287,0,2013,NY,582,5160
11103,2021,6,MQ,Envoy Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MT,0,0
11104,2021,6,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",4,2,1.86,0,0.14,0,0,0,0,52,49,0,3,0,0,SC,3,101
11105,2021,6,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",90,17,1.93,1.08,5.44,0,8.55,3,0,919,62,34,232,0,591,TN,266,1575
11106,2021,6,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",72,14,2.85,0.18,2.31,1,7.66,0,0,872,170,12,79,26,585,SC,91,1653
11107,2021,6,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",114,19,2.81,2.53,3.3,0,10.36,3,0,1291,63,275,203,0,750,IA,478,2107
11108,2021,6,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",64,4,0.5,0.85,1.15,0,1.5,3,0,305,16,112,122,0,55,OH,234,379
11109,2021,6,MQ,Envoy Air,CLL,"College Station/Bryan, TX: Easterwood Field",144,19,6.51,0.2,6,0,6.29,3,0,1134,226,15,348,0,545,TX,363,1908
11110,2021,6,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",373,58,20.2,3.52,7.46,0.62,26.19,3,3,3201,1218,208,325,18,1432,NC,533,5875
11111,2021,6,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",357,100,28.1,9.21,19.01,1.91,41.78,4,0,6658,1212,992,750,103,3601,OH,1742,11578
11112,2021,6,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",143,29,14.13,0.49,6.12,0,8.26,5,0,1663,667,23,354,0,619,IL,377,2954
11113,2021,6,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",204,35,7.24,1.91,10.77,0,15.08,3,0,2558,438,238,732,0,1150,TX,970,4149
11114,2021,6,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",331,90,20.79,8.92,24.73,0.08,35.47,3,2,6068,2034,817,1066,6,2145,OH,1883,10258
11115,2021,6,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",90,19,1.87,3.06,2.33,0,11.75,0,3,1656,92,229,148,0,1187,WI,377,2938
11116,2021,6,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",34,4,1.55,1,1.45,0,0,0,0,193,68,96,29,0,0,OH,125,261
11117,2021,6,MQ,Envoy Air,DBQ,"Dubuque, IA: Dubuque Regional",58,13,5.53,1.94,1.69,0,3.85,0,0,1050,384,124,345,0,197,IA,469,1631
11118,2021,6,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",281,55,17.24,3,12.57,0,22.2,2,1,3389,918,274,727,0,1470,DC,1001,5780
11119,2021,6,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5633,1106,233.73,132.05,323.56,3.19,413.47,99,21,87201,20700,15337,20423,362,30379,TX,35760,138762
11120,2021,6,MQ,Envoy Air,DRT,"Del Rio, TX: Del Rio International",60,6,1.77,0.08,1.3,0,2.84,1,0,326,84,7,26,0,209,TX,33,620
11121,2021,6,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",91,21,4.11,1.21,5.83,0,9.84,2,0,1293,235,87,231,0,740,IA,318,2270
11122,2021,6,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",114,35,8.08,2.77,4.28,0,19.87,4,1,2117,335,189,320,0,1273,MI,509,3730
11123,2021,6,MQ,Envoy Air,EUG,"Eugene, OR: Mahlon Sweet Field",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR,0,0
11124,2021,6,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",60,11,4.12,0.21,0.36,0,6.31,0,0,549,178,13,20,0,338,IN,33,1065
11125,2021,6,MQ,Envoy Air,EYW,"Key West, FL: Key West International",119,48,6.03,2.08,27.24,0,12.65,1,2,2387,214,602,762,0,809,FL,1364,3413
11126,2021,6,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",27,4,0.84,0.63,0.98,0,1.54,0,0,568,85,164,47,0,272,ND,211,925
11127,2021,6,MQ,Envoy Air,FCA,"Kalispell, MT: Glacier Park International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MT,0,0
11128,2021,6,MQ,Envoy Air,FNT,"Flint, MI: Bishop International",89,26,7.54,3.39,5.88,0,9.19,1,0,1540,387,145,349,0,659,MI,494,2587
11129,2021,6,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",56,17,3.05,0.32,5.8,0,7.83,1,0,1442,139,38,402,0,863,SD,440,2445
11130,2021,6,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",62,11,4.39,1.01,2.63,0,2.97,3,0,414,120,64,67,0,163,AR,131,700
11131,2021,6,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",27,5,0,0,2.12,0,2.88,0,0,204,0,0,58,0,146,IN,58,350
11132,2021,6,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",60,4,0.6,0.88,0.34,0,2.18,1,1,230,61,21,27,0,121,KS,48,414
11133,2021,6,MQ,Envoy Air,GGG,"Longview, TX: East Texas Regional",86,14,6.01,1.09,2.33,0,4.57,3,0,883,274,102,126,0,381,TX,228,1541
11134,2021,6,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",170,27,5.85,1.92,7.77,0,11.45,1,0,1440,201,80,214,0,945,CO,294,2587
11135,2021,6,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",90,15,2.37,1.38,3.97,0,7.29,2,0,628,100,59,226,0,243,MS,285,973
11136,2021,6,MQ,Envoy Air,GRB,"Green Bay, WI: Green Bay Austin Straubel International",86,27,8.61,2.25,3.35,0,12.79,2,1,2407,346,622,316,0,1123,WI,938,3879
11137,2021,6,MQ,Envoy Air,GRI,"Grand Island, NE: Central Nebraska Regional",60,9,2.75,0,4,0,2.25,0,0,250,56,0,118,0,76,NE,118,382
11138,2021,6,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",182,35,10.06,4.45,4.61,0,15.89,3,2,2071,530,442,288,0,811,TX,730,3417
11139,2021,6,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",117,36,11.31,1.76,13.3,0,9.62,2,1,2227,719,146,537,0,825,MI,683,3774
11140,2021,6,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",140,29,6.73,1.62,4.09,0,16.57,2,0,2120,337,159,258,0,1366,NC,417,3825
11141,2021,6,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",91,26,6.91,1.61,7.24,0,10.25,2,0,1774,434,262,393,0,685,SC,655,2895
11142,2021,6,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",28,5,0.14,0,4.86,0,0,0,1,182,3,0,179,0,0,SC,179,186
11143,2021,6,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",56,14,2.9,0.67,5.78,0.16,4.49,0,0,893,225,146,225,3,294,TX,371,1415
11144,2021,6,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",118,27,4.59,4.54,6.68,0,11.2,3,0,1886,223,558,431,0,674,AL,989,2786
11145,2021,6,MQ,Envoy Air,IAD,"Washington, DC: Washington Dulles International",56,9,1.29,1.11,1.52,0,5.07,0,0,518,100,100,81,0,237,DC,181,855
11146,2021,6,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",46,18,2.51,1.42,9.85,0,4.23,0,0,1186,109,236,521,0,320,TX,757,1615
11147,2021,6,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",98,21,5.18,0.34,10.67,0,4.81,3,0,1191,338,10,561,0,282,KS,571,1814
11148,2021,6,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International",36,5,1.12,0,2.6,0,1.28,0,0,266,41,0,179,0,46,NC,179,353
11149,2021,6,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",106,10,2.13,1.99,1.53,0,4.36,2,0,377,43,145,25,0,164,IN,170,586
11150,2021,6,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",146,30,8.72,3.12,7.02,0,11.14,3,0,1461,385,189,239,0,648,MS,428,2497
11151,2021,6,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",171,55,11.33,7.18,14.6,0,21.9,4,0,3131,917,537,516,0,1161,FL,1053,5213
11152,2021,6,MQ,Envoy Air,LAN,"Lansing, MI: Capital Region International",60,17,5.8,3.4,2.49,0,5.31,1,0,1170,178,301,120,0,571,MI,421,1920
11153,2021,6,MQ,Envoy Air,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",92,14,5.69,0.29,3.08,0,4.94,3,0,688,216,16,99,0,357,OK,115,1264
11154,2021,6,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TX,0,0
11155,2021,6,MQ,Envoy Air,LCH,"Lake Charles, LA: Lake Charles Regional",90,12,2.36,1.12,2.35,0,6.16,2,0,783,68,122,83,0,510,LA,205,1363
11156,2021,6,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",114,18,7.06,0.91,5.25,0,4.78,4,0,1444,267,605,307,0,265,KY,912,1980
11157,2021,6,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",56,16,1.32,0.53,6.83,1,6.33,1,0,679,55,34,191,22,377,LA,225,1134
11158,2021,6,MQ,Envoy Air,LGB,"Long Beach, CA: Long Beach Airport",34,2,0,0,1.21,0,0.79,0,0,135,0,0,112,0,23,CA,112,158
11159,2021,6,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",429,118,33.28,6.72,38.46,0,39.54,6,1,8016,1168,830,1724,0,4294,AR,2554,13485
11160,2021,6,MQ,Envoy Air,LRD,"Laredo, TX: Laredo International",63,10,2.93,0.56,2.73,0,3.78,1,0,456,121,42,86,0,207,TX,128,785
11161,2021,6,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",90,19,1.5,3.32,2.84,0,11.33,3,1,1976,105,1027,62,0,782,WI,1089,2867
11162,2021,6,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",30,3,1.23,0.13,0.34,0,1.3,0,0,277,72,18,31,0,156,TX,49,505
11163,2021,6,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",168,36,7.18,0.69,13.12,0,15.01,0,0,1856,363,73,406,0,1014,MO,479,3233
11164,2021,6,MQ,Envoy Air,MDT,"Harrisburg, PA: Harrisburg International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,0,0
11165,2021,6,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International",83,23,4.87,1.37,4.01,0,12.74,3,0,1204,236,135,180,0,653,TN,315,2096
11166,2021,6,MQ,Envoy Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",28,9,1.74,0.05,2.36,0,4.85,0,0,493,49,13,67,0,364,TX,80,906
11167,2021,6,MQ,Envoy Air,MGM,"Montgomery, AL: Montgomery Regional",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,0,0
11168,2021,6,MQ,Envoy Air,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",58,10,1.73,3.01,0.94,0,4.32,0,0,1239,78,808,22,0,331,KS,830,1648
11169,2021,6,MQ,Envoy Air,MIA,"Miami, FL: Miami International",1296,286,73.3,21.5,57.21,0.17,133.82,3,5,19658,4621,2243,2978,5,9811,FL,5221,34103
11170,2021,6,MQ,Envoy Air,MKE,"Milwaukee, WI: General Mitchell International",28,10,0.68,0.97,3.93,0,4.42,1,0,371,19,134,88,0,130,WI,222,521
11171,2021,6,MQ,Envoy Air,MLI,"Moline, IL: Quad City International",85,20,3.19,2.32,5.71,0,8.79,1,1,1113,116,171,274,0,552,IL,445,1783
11172,2021,6,MQ,Envoy Air,MLU,"Monroe, LA: Monroe Regional",88,12,2.2,1.79,3.23,0,4.79,0,0,826,152,113,148,0,413,LA,261,1391
11173,2021,6,MQ,Envoy Air,MOB,"Mobile, AL: Mobile Regional",36,6,1.49,0.87,1.6,0,2.03,0,0,496,77,115,79,0,225,AL,194,798
11174,2021,6,MQ,Envoy Air,MQT,"Marquette, MI: Sawyer International",55,18,5.23,1.68,4.57,0,6.52,0,0,1142,218,109,249,0,566,MI,358,1926
11175,2021,6,MQ,Envoy Air,MRY,"Monterey, CA: Monterey Regional",60,17,6.22,1.47,2.6,0,6.72,0,0,897,247,130,148,0,372,CA,278,1516
11176,2021,6,MQ,Envoy Air,MSN,"Madison, WI: Dane County Regional-Truax Field",147,31,6.38,3.07,8.78,0,12.77,4,1,1863,330,148,391,0,994,WI,539,3192
11177,2021,6,MQ,Envoy Air,MSO,"Missoula, MT: Missoula International",60,4,2,1,0,0,1,0,0,114,42,19,0,0,53,MT,19,209
11178,2021,6,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",88,24,3.29,2.65,5.58,0,12.48,1,1,1020,110,127,181,0,602,MN,308,1734
11179,2021,6,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",58,12,4.09,0.26,3.69,0,3.95,0,0,877,306,20,194,0,357,LA,214,1540
11180,2021,6,MQ,Envoy Air,MTJ,"Montrose/Delta, CO: Montrose Regional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,0,0
11181,2021,6,MQ,Envoy Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",8,1,0,0,1,0,0,0,0,65,0,0,65,0,0,SC,65,65
11182,2021,6,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World",52,14,4.82,1.48,3.78,0,3.92,0,0,838,330,116,137,0,255,OK,253,1423
11183,2021,6,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",112,34,9.32,3.82,3.59,0,17.27,1,0,2579,382,268,106,0,1823,NE,374,4785
11184,2021,6,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",3986,827,154.2,88.51,280.95,1.12,302.22,75,22,74759,14972,9262,23370,75,27080,IL,32632,116983
11185,2021,6,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",68,13,5.61,1.01,1.2,0,5.17,0,1,553,118,121,28,0,286,VA,149,958
11186,2021,6,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",186,23,8.89,0,5.69,0,8.42,0,0,1327,712,0,147,0,468,AZ,147,2507
11187,2021,6,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International",88,15,2,1.79,2.65,0,8.56,1,0,967,56,137,144,0,630,IL,281,1654
11188,2021,6,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",24,11,1.42,0.8,6.43,0,2.36,0,0,610,79,33,229,0,269,PA,262,958
11189,2021,6,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",98,37,6.25,2.05,18.11,0,10.59,1,0,2034,281,246,815,0,692,FL,1061,3008
11190,2021,6,MQ,Envoy Air,PVD,"Providence, RI: Theodore Francis Green State",30,4,1,0,1.46,0,1.54,0,0,154,29,0,44,0,81,RI,44,264
11191,2021,6,MQ,Envoy Air,PWM,"Portland, ME: Portland International Jetport",60,9,2.56,0.25,2.37,0,3.82,0,0,793,239,23,106,0,425,ME,129,1457
11192,2021,6,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",109,27,3.58,2.12,10.16,0,11.15,0,0,2611,664,398,518,0,1031,NC,916,4306
11193,2021,6,MQ,Envoy Air,ROC,"Rochester, NY: Greater Rochester International",28,9,0.75,2.92,1.95,0,3.38,0,0,678,46,268,89,0,275,NY,357,999
11194,2021,6,MQ,Envoy Air,RST,"Rochester, MN: Rochester International",90,15,3.01,2.39,0.99,0,8.61,2,1,928,172,101,57,0,598,MN,158,1701
11195,2021,6,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",62,23,1.99,1.92,10.97,0,8.11,0,0,1865,90,658,669,0,448,GA,1327,2403
11196,2021,6,MQ,Envoy Air,SBA,"Santa Barbara, CA: Santa Barbara Municipal",88,17,8.89,0,2.6,0,5.52,1,1,967,544,0,114,0,309,CA,114,1822
11197,2021,6,MQ,Envoy Air,SBP,"San Luis Obispo, CA: San Luis County Regional",88,27,7.11,0.23,12.34,0,7.31,0,0,1169,317,9,395,0,448,CA,404,1934
11198,2021,6,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",135,24,8.18,1.72,7.13,0,6.97,2,0,1506,382,170,210,0,744,KY,380,2634
11199,2021,6,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",373,75,23.14,8.12,14.89,0,28.84,5,3,5343,1664,564,818,0,2297,MO,1382,9312
11200,2021,6,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",172,33,8.19,3.62,4.44,0,16.75,2,0,2205,237,563,238,0,1167,LA,801,3611
11201,2021,6,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",170,23,9.98,3.09,1.29,0,8.64,4,0,1543,407,333,56,0,747,TX,389,2701
11202,2021,6,MQ,Envoy Air,SLC,"Salt Lake City, UT: Salt Lake City International",70,14,4.85,1.64,2.89,0,4.62,0,0,761,200,68,75,0,418,UT,143,1379
11203,2021,6,MQ,Envoy Air,SPI,"Springfield, IL: Abraham Lincoln Capital",60,14,5.89,1.79,2.9,0,3.43,0,0,1182,790,139,126,0,127,IL,265,2099
11204,2021,6,MQ,Envoy Air,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",120,18,3.84,3.36,2.95,0,7.85,4,0,865,173,344,109,0,239,TX,453,1281
11205,2021,6,MQ,Envoy Air,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",4,1,0.25,0,0.22,0,0.53,0,0,51,13,0,11,0,27,FL,11,91
11206,2021,6,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",34,6,0.98,1.33,3.29,0,0.4,0,0,360,49,138,109,0,64,MO,247,473
11207,2021,6,MQ,Envoy Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",60,9,5.12,0,1.84,0,2.05,0,0,421,154,0,206,0,61,CA,206,636
11208,2021,6,MQ,Envoy Air,SWO,"Stillwater, OK: Stillwater Regional",58,9,3.35,0.15,1.02,0,4.48,2,2,546,167,17,50,0,312,OK,67,1029
11209,2021,6,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,0,0
11210,2021,6,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",56,14,5.15,1.5,2.49,0,4.85,0,0,1144,297,154,109,0,584,FL,263,2025
11211,2021,6,MQ,Envoy Air,TOL,"Toledo, OH: Toledo Express",24,2,0,0.9,0.1,0,1,2,0,157,0,57,6,0,94,OH,63,253
11212,2021,6,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",32,13,2.15,1.19,5.74,0,3.92,0,0,644,103,52,339,0,150,FL,391,897
11213,2021,6,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",62,14,1.62,0.22,3.9,1,7.27,1,0,798,79,48,112,38,521,OK,160,1437
11214,2021,6,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",102,26,2.58,1.52,10.65,1,10.25,1,0,1539,211,85,406,38,799,MI,491,2588
11215,2021,6,MQ,Envoy Air,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",90,9,3.54,0.82,1.61,0,3.03,2,0,1802,284,491,55,0,972,AR,546,3060
11216,2021,6,MQ,Envoy Air,TYR,"Tyler, TX: Tyler Pounds Regional",112,12,4.99,0.28,1.81,0,4.92,5,0,721,296,14,60,0,351,TX,74,1373
11217,2021,6,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",86,21,4.91,2.52,4.52,0,9.04,1,0,1505,247,265,314,0,679,TN,579,2432
11218,2021,6,MQ,Envoy Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",24,10,1.28,0.19,6.67,0,1.86,0,0,476,48,14,314,0,100,FL,328,624
11219,2021,6,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",418,92,31.07,6.3,20.66,0,33.97,4,0,5646,1441,490,1062,0,2653,AR,1552,9744
11220,2021,6,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",305,79,20.17,7.92,33.83,0.32,16.76,0,0,5466,983,799,2224,8,1452,NJ,3023,7909
11221,2021,6,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",711,136,31.27,13,56.25,1.23,34.25,6,1,8491,1851,862,2547,95,3136,GA,3409,13580
11222,2021,6,NK,Spirit Air Lines,AUS,"Austin, TX: Austin - Bergstrom International",167,20,7.34,2.99,7.27,0,2.4,2,0,837,301,153,291,0,92,TX,444,1232
11223,2021,6,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",133,40,13.64,3.5,17.51,2,3.35,0,0,2250,717,344,898,52,239,CT,1242,3258
11224,2021,6,NK,Spirit Air Lines,BNA,"Nashville, TN: Nashville International",135,26,4.89,2.29,13.49,0.44,4.9,0,0,2119,466,281,710,53,609,TN,991,3247
11225,2021,6,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",208,46,12.11,3.63,17.06,0.47,12.73,1,0,2957,599,252,1083,8,1015,MA,1335,4580
11226,2021,6,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",60,38,14.94,3.98,14.28,0.46,4.33,0,0,2767,691,1019,623,22,412,PR,1642,3892
11227,2021,6,NK,Spirit Air Lines,BUR,"Burbank, CA: Bob Hope",14,2,0,0.55,0.49,0,0.95,0,0,113,0,38,33,0,42,CA,71,155
11228,2021,6,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",429,120,38.85,9.82,50.88,1.3,19.15,4,1,7419,2055,722,2707,31,1904,MD,3429,11414
11229,2021,6,NK,Spirit Air Lines,CAK,"Akron, OH: Akron-Canton Regional",29,3,0.23,0,1.84,0,0.93,0,0,382,34,0,99,0,249,OH,99,665
